price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
286300,3,2.75,2000,6405,1,3,8,1260,740,1964,98178,2130,6510
1.06E+06,3,2.75,2700,22343,1.5,4,10,2700,0,1977,98040,3390,15682
902000,3,2.75,3240,7200,1,3,8,1620,1620,1960,98118,2700,7200
950000,3,2.75,2750,18029,1,5,9,1810,940,1978,98006,2850,10021
417000,3,2.75,1820,52889,2,3,8,1820,0,1991,98070,1820,45528
780000,3,2.75,1970,2600,2.5,3,8,1970,0,1924,98103,1680,3120
311000,3,2.75,1400,7880,1,3,7,1000,400,1981,98056,1400,7279
575000,3,2.75,1990,9600,1,3,8,1530,460,1978,98027,2170,10400
405000,3,2.75,1310,7300,1,3,7,1310,0,1957,98008,1310,7030
510000,3,2.75,1950,12630,1,4,8,1230,720,1969,98052,1990,12196
915000,3,2.75,2800,9750,1,5,7,1400,1400,1957,98004,2800,9530
825000,3,2.75,3040,24192,2,4,10,3040,0,1987,98034,2770,5728
579000,3,2.75,2660,223027,1,3,8,1330,1330,1962,98038,1560,222591
481000,3,2.75,2290,14810,1,5,7,1400,890,1967,98056,2540,8640
530000,3,2.75,2100,20150,1,4,7,2100,0,1955,98034,2100,15500
608000,3,2.75,2610,5000,2,4,7,1710,900,1946,98107,1500,5000
720000,3,2.75,2440,76531,1,3,10,1640,800,1980,98072,1890,10042
536000,3,2.75,2290,34548,2,4,7,2290,0,1984,98042,399,275299
1.17E+06,3,2.75,2890,12130,2,4,10,2830,60,1987,98033,2415,11538
260000,3,2.75,1730,4131,2,3,7,1480,250,1975,98106,1570,4120
384205,3,2.75,1810,3292,2,3,8,1810,0,2014,98065,1810,2769
479500,3,2.75,2300,4637,2,3,8,2300,0,2008,98065,2420,5699
440000,3,2.75,2070,9697,2,4,7,1330,740,1929,98188,2000,14436
850000,3,2.75,3180,3680,2,4,9,2190,990,1918,98126,2000,3680
690000,3,2.75,2480,3240,1.5,3,9,1890,590,1929,98112,2160,3240
345000,3,2.75,2190,7258,2,3,8,2190,0,2000,98003,2190,8645
593000,3,2.75,1830,1850,2,3,10,1690,140,2011,98027,2310,2680
947500,3,2.75,2980,27144,1.5,5,8,2180,800,1917,98166,1890,12514
665000,3,2.75,1930,2960,1.5,5,7,1490,440,1929,98105,2080,3760
848000,3,2.75,2170,2738,1.5,4,9,1550,620,1930,98109,1170,1062
700000,3,2.75,2190,11060,1,4,7,1610,580,1973,98033,2020,8588
1.03E+06,3,2.75,2780,4000,2,5,8,1960,820,1904,98103,1490,4800
925000,3,2.75,3640,10300,1,4,9,2060,1580,1979,98006,3110,10625
1.30E+06,3,2.75,3450,5350,1.5,4,9,2590,860,1925,98199,2910,5350
450000,3,2.75,1250,892,2,3,8,1040,210,2010,98116,1250,1296
330490,3,2.75,1440,7350,1,4,7,1040,400,1980,98058,1510,7350
493000,3,2.75,1720,6720,1,4,7,1270,450,1947,98122,1690,3248
425000,3,2.75,2600,10874,2,3,9,2600,0,1994,98042,2800,11504
1.00E+06,3,2.75,2370,8900,1,4,9,1670,700,1971,98006,2840,8956
915000,3,2.75,3390,7000,1,4,8,1740,1650,1979,98116,1770,6500
745000,3,2.75,3010,12432,1,4,8,1890,1120,1970,98052,2500,12432
370000,3,2.75,2120,7650,1,4,7,2120,0,1958,98056,1180,7650
538000,3,2.75,2000,7204,1,5,7,1250,750,1960,98006,2480,17633
710000,3,2.75,2210,7660,1,4,7,1460,750,1968,98116,2110,8750
580000,3,2.75,2650,9752,1,3,9,2650,0,1989,98028,3030,9910
528000,3,2.75,2160,4086,1,3,7,1380,780,1987,98126,1300,4080
575000,3,2.75,1710,3600,1,3,7,1590,120,1909,98119,1710,3600
821000,3,2.75,2760,8476,1,4,8,1690,1070,1967,98040,2610,9835
712000,3,2.75,3200,6699,2,3,9,3200,0,2004,98075,3020,6699
550000,3,2.75,2230,14400,1,4,8,1460,770,1977,98075,2200,13280
795000,3,2.75,1820,7517,1,3,9,1820,0,1997,98116,2540,8035
829000,3,2.75,2690,10443,1,3,9,2690,0,2007,98053,1440,4185
375000,3,2.75,2200,9600,1,4,8,1570,630,1977,98003,2680,9896
1.19E+06,3,2.75,2500,5568,2,5,9,2500,0,1905,98112,2810,5568
695000,3,2.75,2590,12063,2,3,10,2590,0,1993,98006,2850,8469
796500,3,2.75,2590,12063,2,3,10,2590,0,1993,98006,2850,8469
1.09E+06,3,2.75,3170,34850,1,5,9,3170,0,1957,98033,3920,36740
530000,3,2.75,2440,45738,2,3,8,1840,600,1987,98027,2440,189100
475000,3,2.75,1890,3938,2,3,8,1890,0,1999,98065,1890,4142
425000,3,2.75,3370,13929,2,3,9,2650,720,1986,98092,2150,14048
625000,3,2.75,2240,3600,2.5,3,7,1650,590,1901,98102,1716,3120
315000,3,2.75,1780,15114,1,3,7,1080,700,1980,98003,1792,10155
755000,3,2.75,2870,6600,2,3,8,2870,0,1984,98008,2570,7925
1.08E+06,3,2.75,2770,5800,1,4,8,1650,1120,1959,98199,2340,5800
990000,3,2.75,2500,6350,2,5,9,2370,130,1979,98122,2090,5454
675000,3,2.75,3370,5350,1.5,4,7,2310,1060,1910,98136,1720,5618
425000,3,2.75,1360,542322,1,4,7,1140,220,1955,98022,1700,60548
450000,3,2.75,2840,39324,1,3,9,2200,640,1988,98092,2840,39413
300000,3,2.75,2340,12282,1,3,8,1470,870,1978,98155,2640,8887
550000,3,2.75,2330,4780,2,3,8,1730,600,1930,98198,1100,5336
255000,3,2.75,1900,16117,1,4,7,1900,0,1958,98001,1640,19166
310000,3,2.75,2150,6576,1,4,7,1900,250,1926,98155,2150,9071
435000,3,2.75,2692,6197,2,3,9,2692,0,2007,98030,2336,5700
490000,3,2.75,1990,31200,1,3,8,1990,0,1986,98029,3120,29625
705000,3,2.75,2260,4000,2,4,8,1540,720,1956,98109,2120,4000
410000,3,2.75,1690,5763,1,5,7,1180,510,1985,98011,1560,7518
430000,3,2.75,2550,11160,2,3,8,2550,0,1994,98155,1020,7440
1.16E+06,3,2.75,2380,5572,2,3,9,1930,450,1939,98105,3370,5500
568500,3,2.75,2180,7519,1,4,7,1310,870,1981,98052,1510,7107
432000,3,2.75,2200,14925,1,3,6,1100,1100,1982,98053,1520,14212
1.70E+06,3,2.75,2810,18731,2,4,10,2810,0,1974,98052,3120,14810
1.40E+06,3,2.75,3130,19530,1,3,8,1690,1440,1947,98008,2980,18782
925000,3,2.75,3280,10558,1,4,9,2040,1240,1979,98006,3150,9998
665000,3,2.75,1800,9550,1,4,7,1320,480,1966,98006,1890,9902
375000,3,2.75,1890,3930,2,3,8,1890,0,1999,98065,2100,4259
675000,3,2.75,2740,5735,2,3,9,2740,0,2004,98052,2210,5026
434000,3,2.75,1830,3200,2,3,8,1830,0,1991,98034,2030,3331
440000,3,2.75,1560,7392,1,5,7,1030,530,1972,98011,1870,7520
875000,3,2.75,2280,4280,1,5,7,1280,1000,1917,98103,1650,4280
595000,3,2.75,3290,22649,2,4,8,3290,0,1993,98056,2750,6119
495000,3,2.75,2430,14861,1,3,9,1530,900,1988,98028,2230,10300
739000,3,2.75,2950,6667,2,3,9,2950,0,2003,98029,3340,6667
280000,3,2.75,1740,5639,1,3,7,1740,0,2010,98022,2380,5331
408000,3,2.75,2670,4800,2,3,8,2670,0,2014,98038,2340,5000
988500,3,2.75,2015,16807,2,3,9,2015,0,2007,98166,1780,12310
415000,3,2.75,2600,64626,1.5,3,8,2600,0,2009,98014,1740,64626
785000,3,2.75,2990,207781,2,3,9,2990,0,2000,98014,2590,218671
749000,3,2.75,2820,5348,2,3,9,2820,0,2008,98052,3140,5640
790000,3,2.75,2460,3600,2,3,9,2460,0,2007,98029,2570,3600
785000,3,2.75,3010,1842,2,3,9,3010,0,2011,98075,2950,4200
591975,3,2.75,3230,5250,2,3,9,2680,550,2014,98065,2710,5250
673000,3,2.75,2830,3496,2,3,8,2830,0,2012,98029,2160,3501
539000,3,2.75,2130,1400,2,3,9,1080,1050,2010,98118,1520,3132
437000,3,2.75,2580,5200,2,3,8,2580,0,2008,98059,2700,5602
599000,3,2.75,1840,2060,2,3,10,1700,140,2013,98027,2590,2680
798800,3,2.75,2670,3738,1,3,10,1720,950,2013,98056,2610,3734
580000,3,2.75,1430,1521,2,3,9,1130,300,2009,98119,1930,2700
650000,3,2.75,1540,1251,2,3,8,1230,310,2002,98102,1540,1287
530000,3,2.75,3400,7200,2,3,9,2470,930,2009,98056,1580,8676
275000,3,2.75,1740,5757,1,3,7,1740,0,2010,98022,2380,5647
605000,3,2.75,2450,5750,2,3,9,2450,0,2013,98065,3200,8036
525000,3,2.75,2130,1400,2,3,9,1080,1050,2010,98118,1880,3132
450000,3,2.75,2240,3360,2,3,8,2100,140,2014,98178,1790,5873
773000,3,2.75,2470,3600,2,3,9,2470,0,2007,98029,2570,3600
452000,3,2.75,2300,5090,2,3,8,1700,600,2007,98106,1530,9100
553000,3,2.75,3160,9072,2,3,9,3160,0,2005,98056,3160,9072
535000,3,2.75,1320,1125,3,3,8,1320,0,2008,98103,1320,1266
599832,3,2.75,3230,5200,2,3,9,2680,550,2014,98065,3100,4900
402723,3,2.75,1160,1073,2,3,7,880,280,2007,98144,1250,5400
359000,2,2.75,1370,1140,2,3,8,1080,290,2009,98133,1370,1090
420000,2,2.75,1760,4139,2,3,8,1760,0,2010,98065,1870,3076
199950,2,2.75,1590,20917,1.5,3,5,1590,0,1920,98001,1310,6000
609850,2,2.75,1910,1369,3,3,9,1910,0,2002,98119,1910,1879
369950,2,2.75,1370,1140,2,3,8,1080,290,2009,98133,1370,1090
279000,2,2.75,1770,10534,1,3,8,1210,560,2003,98001,1600,17400
1.90E+06,2,2.75,3690,32044,2,3,12,3690,0,1989,98166,2310,26988
429592,2,2.75,1992,10946,1.5,5,6,1288,704,1903,98070,1110,8328
649000,2,2.75,2090,23962,2,4,8,2090,0,1988,98070,1820,32340
440000,2,2.75,1100,1088,2,3,7,750,350,2006,98102,2090,4125
489000,2,2.75,1465,972,2,3,7,1050,415,2006,98112,1480,1430
450000,2,2.75,2810,11205,1,3,7,1510,1300,1968,98178,2520,13000
850000,2,2.75,2700,9854,1,3,9,2700,0,2012,98053,1440,4168
350000,2,2.75,2820,11770,2,3,7,1630,1190,1947,98168,1690,12500
405500,2,2.75,1350,1252,2,3,8,1120,230,2006,98136,1410,1265
465000,2,2.75,1430,1425,2,3,7,995,435,2006,98112,1500,1749
464000,2,2.75,730,5000,1,3,7,730,0,1929,98126,980,5000
525000,2,2.75,1310,1268,3.5,3,8,1310,0,2007,98103,1350,1288
555000,2,2.75,1950,1610,3,3,8,1950,0,2009,98144,910,1745
810000,2,2.75,2700,8572,1,3,9,2700,0,2007,98053,2680,8569
323000,3,2.5,1890,6560,2,3,7,1890,0,2003,98038,2390,7570
662500,3,2.5,3560,9796,1,3,8,1860,1700,1965,98007,2210,8925
580500,3,2.5,2320,3980,2,3,8,2320,0,2003,98027,2580,3980
696000,3,2.5,2300,3060,1.5,3,8,1510,790,1930,98115,1590,3264
488000,3,2.5,3160,13603,2,3,8,3160,0,2003,98019,3050,9232
1.35E+06,3,2.5,2753,65005,1,5,9,2165,588,1953,98070,2680,72513
301000,3,2.5,2420,4750,2,3,8,2420,0,2003,98042,2690,4750
390000,3,2.5,2350,5100,2,3,8,2350,0,2003,98038,2350,5363
437500,3,2.5,2320,36847,2,3,9,2320,0,1992,98045,2550,35065
850830,3,2.5,2070,13241,1.5,5,9,1270,800,1910,98102,2200,4500
1.09E+06,3,2.5,2920,8113,2,3,8,2920,0,1950,98004,2370,8113
375000,3,2.5,2340,10005,1,4,8,1460,880,1978,98058,2250,8162
660000,3,2.5,2400,6474,1,3,8,1560,840,1964,98177,2340,10856
453246,3,2.5,2010,2287,2,3,8,1390,620,2014,98029,1690,1662
900000,3,2.5,3400,16603,2,3,10,3400,0,2000,98075,3400,12601
653000,3,2.5,2680,9750,1,4,8,1610,1070,1979,98034,2480,8750
425000,3,2.5,1120,1100,2,3,8,820,300,2008,98122,1590,1795
260000,3,2.5,1670,5797,2,3,7,1670,0,1988,98030,1670,6183
560000,3,2.5,1900,8744,2,3,8,1900,0,1987,98074,2030,8744
799000,3,2.5,2140,9897,1,4,8,2140,0,1959,98040,2680,10083
400000,3,2.5,2180,7508,1,4,7,1420,760,1962,98133,1900,7818
256883,3,2.5,1690,5025,2,3,8,1690,0,2003,98023,2550,5001
465000,3,2.5,2150,4084,2,3,8,2150,0,2007,98126,1750,2385
440000,3,2.5,1910,66211,2,3,7,1910,0,1997,98024,2330,67268
297000,3,2.5,1940,14952,2,3,8,1940,0,1994,98042,2030,10450
677900,3,2.5,2440,4587,2,3,8,2440,0,2010,98052,2750,4587
465000,3,2.5,2714,17936,2,3,9,2714,0,2005,98001,2590,18386
445838,3,2.5,2250,5692,2,3,8,2250,0,2000,98146,1320,5390
516500,3,2.5,1480,4729,2,3,7,1480,0,2004,98053,2250,4729
363000,3,2.5,2740,11872,2,3,9,2740,0,1990,98023,2570,10377
245000,3,2.5,1730,7442,2,3,7,1730,0,1987,98030,1630,6458
272500,3,2.5,2070,9900,1,3,8,1420,650,1979,98023,2070,8250
365000,3,2.5,2653,4510,2,3,8,2653,0,2006,98031,2653,4927
446500,3,2.5,2650,7286,2,3,8,2650,0,1990,98059,2400,7220
335000,3,2.5,2440,7632,2,3,8,2440,0,1998,98003,2510,7903
576000,3,2.5,1940,9000,1,4,7,970,970,1948,98117,2190,7310
208633,3,2.5,2040,3810,2,3,8,2040,0,2006,98038,2370,4590
390000,3,2.5,1930,64904,1,4,8,1930,0,1988,98042,2350,57500
274975,3,2.5,3030,45004,2,3,9,3030,0,1987,98077,3080,35781
679900,3,2.5,2440,5750,2,3,9,1980,460,2000,98116,1520,5750
463000,3,2.5,1640,29970,2,3,7,1640,0,1992,98053,1580,28399
604950,3,2.5,2110,5608,1,3,8,1340,770,2013,98033,2040,9363
330000,3,2.5,1600,26977,2,3,8,1600,0,2005,98019,1790,27743
378750,3,2.5,2160,3000,1.5,3,7,1260,900,1909,98118,1060,3500
437000,3,2.5,1750,22357,2,3,8,1750,0,1994,98045,2430,22357
268000,3,2.5,1550,8134,2,3,7,1550,0,1991,98031,1550,8134
632925,3,2.5,2990,32239,2,4,8,2990,0,1978,98077,2990,36497
577500,3,2.5,2000,7251,2,3,9,2000,0,1995,98034,2450,8118
538000,3,2.5,2250,11632,2,3,8,2250,0,1988,98056,2360,11632
380000,3,2.5,2280,10255,2,4,8,2280,0,1985,98058,2310,10094
245000,3,2.5,1530,8500,1,5,7,1030,500,1996,98038,1850,8140
365000,3,2.5,2200,4052,2,3,8,2200,0,2005,98058,2310,5082
237000,3,2.5,1490,2138,2,3,7,1490,0,2005,98055,1490,2094
843000,3,2.5,3130,8750,2,3,10,3130,0,1991,98052,2860,9003
1.03E+06,3,2.5,3545,9816,1,3,10,2610,935,2005,98027,3630,7704
551000,3,2.5,2830,5802,2,3,9,2830,0,2001,98028,2500,5788
496500,3,2.5,2260,3640,2,3,8,2260,0,1994,98072,2350,3710
342500,3,2.5,1810,5192,2,3,8,1810,0,1993,98038,1810,6200
460000,3,2.5,1610,2527,2,3,9,1080,530,2005,98118,1610,4173
328500,3,2.5,1950,8130,2,4,9,1950,0,1990,98042,2350,7691
437500,3,2.5,2120,4500,2,3,7,2120,0,2000,98065,2530,4816
750000,3,2.5,2400,7745,2,3,9,2400,0,2001,98033,2080,8615
270500,3,2.5,1780,7848,1,3,7,1320,460,1978,98038,1680,7848
2.13E+06,3,2.5,5403,24069,2,4,12,5403,0,1976,98166,3980,104374
880000,3,2.5,2870,5163,2,3,9,2870,0,2014,98103,1630,7995
435000,3,2.5,1840,5680,2,3,7,1840,0,2008,98053,1600,4697
266000,3,2.5,1805,3402,2,3,7,1805,0,2009,98002,2095,3402
619000,3,2.5,2720,6439,2,3,9,2720,0,2005,98065,3180,7320
640000,3,2.5,2160,4000,1.5,3,8,1960,200,1903,98122,2160,5120
900000,3,2.5,3180,12600,2,4,11,3180,0,1978,98074,3030,12835
290000,3,2.5,1610,2937,2,3,8,1610,0,2006,98055,1610,3049
595000,3,2.5,3370,14402,2,3,9,3370,0,2004,98045,3330,9691
533600,3,2.5,1930,5080,2,4,8,1930,0,1990,98029,2190,5085
485000,3,2.5,1880,5502,2,3,8,1880,0,1988,98029,2040,5411
260000,3,2.5,1920,7415,2,3,7,1920,0,1989,98031,1930,7536
577000,3,2.5,2060,5750,1,3,7,1330,730,1976,98116,1920,5750
559950,3,2.5,1660,1458,3,3,9,1660,0,2014,98144,1660,1784
650000,3,2.5,2690,11575,1,3,8,2130,560,1957,98028,2390,11782
729500,3,2.5,1660,1091,3,3,9,1530,130,2015,98116,1510,1352
430000,3,2.5,2360,6699,2,3,7,2360,0,2003,98065,2360,4744
337000,3,2.5,1470,3976,2,3,7,1470,0,1999,98065,1490,4400
1.00E+06,3,2.5,3180,10492,2,3,10,3180,0,1991,98052,3000,9812
3.07E+06,3,2.5,3930,55867,1,4,8,2330,1600,1957,98034,2730,26324
475000,3,2.5,1640,5097,2,3,7,1640,0,1969,98155,1880,6000
320000,3,2.5,2680,7757,2,3,8,2680,0,1990,98023,2430,8231
530000,3,2.5,3660,39478,2,4,9,3260,400,1989,98022,2700,38312
289950,3,2.5,1670,6186,2,3,7,1670,0,2002,98038,2390,6924
636000,3,2.5,2140,2770,2,3,8,1770,370,2007,98052,2510,2708
449950,3,2.5,2170,4912,2,3,7,2170,0,2003,98028,2010,4395
405000,3,2.5,3170,12750,2,3,10,2360,810,1995,98023,2970,13125
269950,3,2.5,1890,4838,2,3,8,1730,160,2002,98168,1910,7409
408200,3,2.5,1800,5761,2,4,7,1800,0,1990,98106,1800,5952
470000,3,2.5,2100,4700,2,3,8,2100,0,1999,98065,2100,4700
422120,3,2.5,1630,4534,2,3,8,1630,0,1987,98034,1380,4779
581000,3,2.5,2600,4438,2,3,7,2600,0,2004,98053,2600,4904
347000,3,2.5,1680,4308,2,3,7,1680,0,2004,98056,2160,4182
438000,3,2.5,1520,1304,2,3,8,1180,340,2006,98136,1270,1718
265000,3,2.5,1720,6271,2,3,7,1720,0,1993,98038,1570,6587
467000,3,2.5,3460,6590,2,3,7,3460,0,2001,98056,2490,6312
457500,3,2.5,1500,4445,2,3,8,1500,0,1996,98029,1730,4408
480000,3,2.5,1940,10035,2,4,8,1940,0,1994,98072,2810,8333
740000,3,2.5,3000,25341,2,3,9,3000,0,1995,98053,3000,32417
660000,3,2.5,2680,28243,2,3,9,2680,0,1993,98077,2670,32130
324000,3,2.5,1750,7208,2,3,8,1750,0,1994,98055,2050,7524
324000,3,2.5,1920,5322,2,3,8,1920,0,1999,98031,1920,5000
300000,3,2.5,1320,2614,2,3,7,1320,0,2005,98118,1320,2533
253000,3,2.5,2020,6564,1,3,7,1310,710,1994,98042,1710,5151
1.03E+06,3,2.5,3680,13384,2,3,10,3680,0,1994,98006,3600,11306
720000,3,2.5,2020,1159,3,3,8,2020,0,2000,98103,1920,3600
524250,3,2.5,1710,3469,2,3,8,1710,0,1999,98029,2120,3560
535000,3,2.5,1360,1016,3,3,7,1310,50,2003,98115,1365,1156
530000,3,2.5,1930,7214,2,3,8,1930,0,2005,98125,1930,7266
515000,3,2.5,2430,4203,2,3,8,2430,0,2001,98065,2500,4798
768000,3,2.5,3220,54160,2,4,9,2690,530,1981,98006,3460,44374
566000,3,2.5,1560,5259,2,3,8,1560,0,1999,98075,2170,5461
986000,3,2.5,2380,16080,1,4,9,1340,1040,1964,98136,2560,10070
515000,3,2.5,2360,11254,1,3,9,2360,0,1990,98003,2390,11254
435000,3,2.5,1560,3987,2,3,7,1560,0,2002,98053,1600,3152
515000,3,2.5,3000,8250,1,4,8,1760,1240,1963,98008,2040,8250
303000,3,2.5,1560,4100,2,3,7,1560,0,1985,98055,1660,4400
605000,3,2.5,2570,9487,2,3,9,2570,0,1989,98011,2490,9898
510000,3,2.5,1860,3658,2,3,8,1860,0,1994,98029,1840,3739
725000,3,2.5,1940,4000,1.5,5,7,1940,0,1906,98109,1440,4000
298900,3,2.5,1830,6162,2,3,8,1830,0,1994,98092,1860,7017
315000,3,2.5,1570,2865,2,3,7,1570,0,2003,98118,1610,2582
605000,3,2.5,2010,3667,2,3,9,2010,0,2008,98027,2350,3600
359000,3,2.5,1450,3850,2,3,7,1450,0,2004,98065,1970,3748
565000,3,2.5,2500,7394,2,3,9,2500,0,1990,98072,2790,7642
334950,3,2.5,1620,2930,2,3,8,1620,0,2002,98058,1900,2943
254000,3,2.5,1850,4597,2,3,8,1850,0,2003,98042,2210,5000
479000,3,2.5,1260,889,3,3,8,1260,0,2008,98109,1340,1324
245000,3,2.5,1600,4271,2,3,7,1600,0,2003,98038,1520,3225
455000,3,2.5,2090,8653,2,3,8,2090,0,1989,98011,2090,6396
320000,3,2.5,2280,7417,2,3,8,2280,0,1998,98001,2370,6443
390000,3,2.5,2500,21780,1,3,8,1770,730,1986,98092,2670,23400
467000,3,2.5,1690,6642,2,3,7,1690,0,2004,98053,2120,5080
340000,3,2.5,1240,1115,3,3,8,1240,0,2003,98103,1410,1355
302495,3,2.5,2200,7201,2,3,8,2200,0,1994,98030,2250,7240
441500,3,2.5,2420,9592,2,3,8,1780,640,1993,98059,2420,9145
590000,3,2.5,2400,99752,1,3,9,2400,0,1996,98058,2800,98010
403000,3,2.5,1700,4125,2,3,7,1700,0,2004,98065,1970,4105
445000,3,2.5,2470,4565,2,3,7,2470,0,2005,98056,2470,5064
748000,3,2.5,2600,10183,1,3,8,1300,1300,2004,98033,1860,10401
375000,3,2.5,2050,7205,2,3,8,2050,0,2000,98003,2050,7264
567500,3,2.5,2080,4556,2,3,8,2080,0,1999,98074,1530,5606
585000,3,2.5,2270,100545,2,3,8,2270,0,1998,98070,1277,100545
1.08E+06,3,2.5,3280,10302,1,3,10,1680,1600,1970,98115,1550,6300
933399,3,2.5,3940,10360,2,3,9,3110,830,1992,98052,2720,11941
303700,3,2.5,1981,5700,2,3,8,1981,0,2010,98030,1981,5894
505000,3,2.5,1860,8060,2,4,8,1860,0,1987,98029,1850,4661
719000,3,2.5,2120,9307,2,4,9,2120,0,1984,98006,2290,11524
267000,3,2.5,2495,4400,2,3,8,2495,0,2007,98001,2434,4400
300000,3,2.5,1260,3855,2,3,8,1260,0,1999,98059,1310,3344
750000,3,2.5,2360,12987,2,3,8,2360,0,1983,98006,2480,11665
470000,3,2.5,2620,4874,2,3,7,2620,0,1999,98065,2360,4231
1.36E+06,3,2.5,3600,21399,1,3,9,2310,1290,1950,98008,2830,17559
566000,3,2.5,2090,6294,2,3,9,2090,0,2004,98052,2520,5735
652100,3,2.5,2380,5017,2,3,9,2380,0,2003,98074,2670,6066
455800,3,2.5,1690,4584,2,3,7,1690,0,2002,98053,1600,3164
504750,3,2.5,2490,21937,2,3,8,2490,0,1993,98014,2450,21937
340000,3,2.5,2690,8577,2,3,9,2690,0,1987,98023,2570,8066
432900,3,2.5,2210,9226,2,3,8,2210,0,1998,98045,2430,8902
409900,3,2.5,1690,1200,2,3,8,1410,280,2013,98106,1690,1760
303000,3,2.5,1850,4957,2,3,8,1850,0,1999,98092,2400,6367
655000,3,2.5,2320,4721,2,3,8,2320,0,2004,98075,2250,4356
895000,3,2.5,2500,7746,2,4,10,1910,590,1993,98112,2480,5099
454000,3,2.5,2530,43733,2,3,8,1530,1000,1991,98045,1730,43548
238000,3,2.5,1650,2807,2,3,7,1650,0,2004,98055,1460,1875
960000,3,2.5,1730,4102,3,3,8,1730,0,1996,98074,2340,16994
830000,3,2.5,3370,6550,2,4,8,2840,530,1912,98126,1500,6550
326000,3,2.5,1782,1577,3,3,7,1782,0,2000,98125,1550,1744
453000,3,2.5,1820,16300,1,4,7,1220,600,1955,98166,1870,16300
338000,3,2.5,2470,4948,2,3,8,2470,0,2003,98038,2500,4993
360400,3,2.5,1630,11592,2,3,8,1630,0,1987,98011,1700,8850
785000,3,2.5,2930,33981,2,3,9,2930,0,2000,98059,3720,35230
416000,3,2.5,1790,11542,1,5,7,1190,600,1969,98059,1790,9131
1.04E+06,3,2.5,4570,10615,2,3,12,4570,0,1991,98027,3860,11576
545000,3,2.5,2370,9000,1,4,8,1570,800,1952,98146,2120,9500
599950,3,2.5,2660,4975,2,3,8,2660,0,2014,98118,1840,6653
780000,3,2.5,2610,7567,2,3,9,2610,0,1997,98052,2610,8458
615000,3,2.5,2250,10171,2,3,9,2250,0,1987,98006,2440,13390
480000,3,2.5,2360,9005,1,5,7,1340,1020,1929,98133,1520,9005
589000,3,2.5,2660,206480,1,3,8,2660,0,1989,98024,2660,206736
580000,3,2.5,1740,1280,3,3,8,1740,0,2008,98116,1740,1308
439500,3,2.5,1600,6510,1,3,7,940,660,1983,98155,1600,10507
475000,3,2.5,1460,4961,1,4,8,1150,310,1988,98033,1550,5449
618000,3,2.5,2340,3630,2,3,9,2340,0,1998,98122,1820,5120
425000,3,2.5,1630,10762,1,3,7,1630,0,1994,98011,1770,10762
350000,3,2.5,1630,3425,2,3,8,1630,0,1999,98059,1420,3425
320000,3,2.5,1590,3480,2,3,7,1590,0,2004,98056,1680,3480
580000,3,2.5,2200,11000,2,3,9,2200,0,1978,98008,2200,12851
411753,3,2.5,1710,3795,2,3,7,1710,0,2009,98053,1600,3821
467000,3,2.5,1530,3984,2,3,8,1530,0,1995,98029,1720,4005
840000,3,2.5,3050,33920,1,3,8,3050,0,2004,98052,1970,60984
550000,3,2.5,2260,4165,2,3,7,2260,0,2005,98075,2770,4566
284200,3,2.5,1570,9292,1,3,7,1110,460,1977,98001,1470,9222
250000,3,2.5,1700,6000,2,3,8,1700,0,1997,98092,1940,6626
695000,3,2.5,2390,4555,2,3,9,2390,0,2006,98074,2540,4500
280000,3,2.5,1650,6000,2,3,7,1650,0,1990,98030,1750,6000
830000,3,2.5,2760,11287,2,3,10,2000,760,1991,98028,2760,13719
485000,3,2.5,3110,9015,2,3,9,3110,0,1990,98058,2650,8960
760000,3,2.5,1980,13964,1,5,7,1980,0,1959,98040,2040,13964
505000,3,2.5,2100,17882,2,4,8,2100,0,1985,98059,2080,16686
250000,3,2.5,1530,2890,2,3,7,1530,0,2001,98108,1540,2890
320000,3,2.5,1530,2890,2,3,7,1530,0,2001,98108,1540,2890
272000,3,2.5,1790,6371,2,3,8,1790,0,1998,98092,1850,6371
297000,3,2.5,1690,4988,2,3,7,1690,0,2002,98038,1830,4733
550000,3,2.5,1900,3255,2,3,8,1900,0,1988,98007,1880,3350
460000,3,2.5,1730,8490,1,3,7,1210,520,1969,98034,1870,7400
715000,3,2.5,2410,46609,2,3,9,2410,0,1989,98053,3370,40072
822500,3,2.5,3090,7708,2,3,10,3090,0,1999,98052,3140,8592
1.25E+06,3,2.5,2070,4944,2,3,9,2070,0,1930,98112,3300,6179
295000,3,2.5,1460,7936,2,3,7,1460,0,1995,98038,1830,7936
279000,3,2.5,1500,7350,1,2,7,1060,440,1979,98023,1390,7770
310000,3,2.5,1990,3600,2,3,7,1990,0,2004,98038,1790,3600
180500,3,2.5,1800,8518,2,3,7,1800,0,1996,98030,1770,7570
325000,3,2.5,1800,8518,2,3,7,1800,0,1996,98030,1770,7570
670950,3,2.5,1790,2375,3,3,8,1790,0,2007,98107,1450,2400
550000,3,2.5,2250,7752,2,4,8,2250,0,1988,98011,2080,7033
280000,3,2.5,1860,6607,2,3,7,1860,0,1989,98023,1760,6766
270000,3,2.5,1670,8364,1,4,7,1300,370,1990,98042,1490,8143
1.09E+06,3,2.5,3630,11019,1,4,9,2150,1480,1972,98040,3150,13555
330000,3,2.5,1680,11312,1,3,7,1080,600,1959,98146,1390,10700
